constraint_id,h1,max_tvd,d_FR_worst,near_threshold
behavioral_competence_reading,4,0.03996816509207368,0.12524051933952743,False
co_constitution_reading,3,0.0065415535456428975,0.15194328329328466,False
disparity_as_depth_signal,4,0.018919589083422172,0.08609288477299741,False
hybrid_reading,3,0.043426285025697675,0.21366776393616976,True
infrastructure_regulatory_lag,3,0.04238968507061169,0.21108212610460655,True
