id	obs	lo	hi	type
abrahamic_covenant__isaac_covenant_reading	powerless	-0.5000	0.3490	naturalized
abrahamic_covenant__isaac_covenant_reading	powerless	0.3500	0.3500	unknown
abrahamic_covenant__isaac_covenant_reading	powerless	0.3510	0.6590	tangled_rope
abrahamic_covenant__isaac_covenant_reading	powerless	0.6600	1.6000	snare
abrahamic_covenant__isaac_covenant_reading	moderate	-0.5000	0.0000	rope
abrahamic_covenant__isaac_covenant_reading	moderate	0.0010	0.3490	naturalized
abrahamic_covenant__isaac_covenant_reading	moderate	0.3500	0.3500	unknown
abrahamic_covenant__isaac_covenant_reading	moderate	0.3510	0.6590	tangled_rope
abrahamic_covenant__isaac_covenant_reading	moderate	0.6600	1.6000	snare
abrahamic_covenant__isaac_covenant_reading	institutional	-0.5000	0.0000	rope
abrahamic_covenant__isaac_covenant_reading	institutional	0.0010	0.3490	naturalized
abrahamic_covenant__isaac_covenant_reading	institutional	0.3500	0.3500	unknown
abrahamic_covenant__isaac_covenant_reading	institutional	0.3510	0.6590	tangled_rope
abrahamic_covenant__isaac_covenant_reading	institutional	0.6600	1.6000	snare
abrahamic_covenant__isaac_covenant_reading	analytical	-0.5000	0.0000	rope
abrahamic_covenant__isaac_covenant_reading	analytical	0.0010	0.3490	naturalized
abrahamic_covenant__isaac_covenant_reading	analytical	0.3500	0.3500	unknown
abrahamic_covenant__isaac_covenant_reading	analytical	0.3510	0.6590	tangled_rope
abrahamic_covenant__isaac_covenant_reading	analytical	0.6600	1.6000	snare
abrahamic_covenant__ishmael_covenant_reading	powerless	-0.5000	0.3490	naturalized
abrahamic_covenant__ishmael_covenant_reading	powerless	0.3500	0.3500	unknown
abrahamic_covenant__ishmael_covenant_reading	powerless	0.3510	0.6590	tangled_rope
abrahamic_covenant__ishmael_covenant_reading	powerless	0.6600	1.6000	snare
abrahamic_covenant__ishmael_covenant_reading	moderate	-0.5000	0.0000	rope
abrahamic_covenant__ishmael_covenant_reading	moderate	0.0010	0.3490	naturalized
abrahamic_covenant__ishmael_covenant_reading	moderate	0.3500	0.3500	unknown
abrahamic_covenant__ishmael_covenant_reading	moderate	0.3510	0.6590	tangled_rope
abrahamic_covenant__ishmael_covenant_reading	moderate	0.6600	1.6000	snare
abrahamic_covenant__ishmael_covenant_reading	institutional	-0.5000	0.0000	rope
abrahamic_covenant__ishmael_covenant_reading	institutional	0.0010	0.3490	naturalized
abrahamic_covenant__ishmael_covenant_reading	institutional	0.3500	0.3500	unknown
abrahamic_covenant__ishmael_covenant_reading	institutional	0.3510	0.6590	tangled_rope
abrahamic_covenant__ishmael_covenant_reading	institutional	0.6600	1.6000	snare
abrahamic_covenant__ishmael_covenant_reading	analytical	-0.5000	0.0000	rope
abrahamic_covenant__ishmael_covenant_reading	analytical	0.0010	0.3490	naturalized
abrahamic_covenant__ishmael_covenant_reading	analytical	0.3500	0.3500	unknown
abrahamic_covenant__ishmael_covenant_reading	analytical	0.3510	0.6590	tangled_rope
abrahamic_covenant__ishmael_covenant_reading	analytical	0.6600	1.6000	snare
abrahamic_covenant__land_promise_constraint	powerless	-0.5000	0.3490	naturalized
abrahamic_covenant__land_promise_constraint	powerless	0.3500	0.3500	unknown
abrahamic_covenant__land_promise_constraint	powerless	0.3510	0.6590	tangled_rope
abrahamic_covenant__land_promise_constraint	powerless	0.6600	1.6000	snare
abrahamic_covenant__land_promise_constraint	moderate	-0.5000	0.0000	rope
abrahamic_covenant__land_promise_constraint	moderate	0.0010	0.3490	naturalized
abrahamic_covenant__land_promise_constraint	moderate	0.3500	0.3500	unknown
abrahamic_covenant__land_promise_constraint	moderate	0.3510	0.6590	tangled_rope
abrahamic_covenant__land_promise_constraint	moderate	0.6600	1.6000	snare
abrahamic_covenant__land_promise_constraint	institutional	-0.5000	0.0000	rope
abrahamic_covenant__land_promise_constraint	institutional	0.0010	0.3490	naturalized
abrahamic_covenant__land_promise_constraint	institutional	0.3500	0.3500	unknown
abrahamic_covenant__land_promise_constraint	institutional	0.3510	0.6590	tangled_rope
abrahamic_covenant__land_promise_constraint	institutional	0.6600	1.6000	snare
abrahamic_covenant__land_promise_constraint	analytical	-0.5000	0.0000	rope
abrahamic_covenant__land_promise_constraint	analytical	0.0010	0.3490	naturalized
abrahamic_covenant__land_promise_constraint	analytical	0.3500	0.3500	unknown
abrahamic_covenant__land_promise_constraint	analytical	0.3510	0.6590	tangled_rope
abrahamic_covenant__land_promise_constraint	analytical	0.6600	1.6000	snare
acceptable_risk_energy__catastrophic_tail_dominant	powerless	-0.5000	0.3490	naturalized
acceptable_risk_energy__catastrophic_tail_dominant	powerless	0.3500	0.3500	unknown
acceptable_risk_energy__catastrophic_tail_dominant	powerless	0.3510	0.6590	tangled_rope
acceptable_risk_energy__catastrophic_tail_dominant	powerless	0.6600	1.6000	snare
acceptable_risk_energy__catastrophic_tail_dominant	moderate	-0.5000	0.0000	rope
acceptable_risk_energy__catastrophic_tail_dominant	moderate	0.0010	0.3490	naturalized
acceptable_risk_energy__catastrophic_tail_dominant	moderate	0.3500	0.3500	unknown
acceptable_risk_energy__catastrophic_tail_dominant	moderate	0.3510	0.6590	tangled_rope
acceptable_risk_energy__catastrophic_tail_dominant	moderate	0.6600	1.6000	snare
acceptable_risk_energy__catastrophic_tail_dominant	institutional	-0.5000	0.0000	rope
acceptable_risk_energy__catastrophic_tail_dominant	institutional	0.0010	0.3490	naturalized
acceptable_risk_energy__catastrophic_tail_dominant	institutional	0.3500	0.3500	unknown
acceptable_risk_energy__catastrophic_tail_dominant	institutional	0.3510	0.6590	tangled_rope
acceptable_risk_energy__catastrophic_tail_dominant	institutional	0.6600	1.6000	snare
acceptable_risk_energy__catastrophic_tail_dominant	analytical	-0.5000	0.0000	rope
acceptable_risk_energy__catastrophic_tail_dominant	analytical	0.0010	0.3490	naturalized
acceptable_risk_energy__catastrophic_tail_dominant	analytical	0.3500	0.3500	unknown
acceptable_risk_energy__catastrophic_tail_dominant	analytical	0.3510	0.6590	tangled_rope
acceptable_risk_energy__catastrophic_tail_dominant	analytical	0.6600	1.6000	snare
acceptable_risk_energy__expected_value_dominant	powerless	-0.5000	0.3490	naturalized
acceptable_risk_energy__expected_value_dominant	powerless	0.3500	0.3500	unknown
acceptable_risk_energy__expected_value_dominant	powerless	0.3510	0.6590	tangled_rope
acceptable_risk_energy__expected_value_dominant	powerless	0.6600	1.6000	snare
acceptable_risk_energy__expected_value_dominant	moderate	-0.5000	0.0000	rope
acceptable_risk_energy__expected_value_dominant	moderate	0.0010	0.3490	naturalized
acceptable_risk_energy__expected_value_dominant	moderate	0.3500	0.3500	unknown
acceptable_risk_energy__expected_value_dominant	moderate	0.3510	0.6590	tangled_rope
acceptable_risk_energy__expected_value_dominant	moderate	0.6600	1.6000	snare
acceptable_risk_energy__expected_value_dominant	institutional	-0.5000	0.0000	rope
acceptable_risk_energy__expected_value_dominant	institutional	0.0010	0.3490	naturalized
acceptable_risk_energy__expected_value_dominant	institutional	0.3500	0.3500	unknown
acceptable_risk_energy__expected_value_dominant	institutional	0.3510	0.6590	tangled_rope
acceptable_risk_energy__expected_value_dominant	institutional	0.6600	1.6000	snare
acceptable_risk_energy__expected_value_dominant	analytical	-0.5000	0.0000	rope
acceptable_risk_energy__expected_value_dominant	analytical	0.0010	0.3490	naturalized
acceptable_risk_energy__expected_value_dominant	analytical	0.3500	0.3500	unknown
acceptable_risk_energy__expected_value_dominant	analytical	0.3510	0.6590	tangled_rope
acceptable_risk_energy__expected_value_dominant	analytical	0.6600	1.6000	snare
acceptable_risk_energy__option_value_preserving	powerless	-0.5000	0.4500	scaffold
acceptable_risk_energy__option_value_preserving	powerless	0.4510	1.6000	unknown
acceptable_risk_energy__option_value_preserving	moderate	-0.5000	0.4500	scaffold
acceptable_risk_energy__option_value_preserving	moderate	0.4510	1.6000	unknown
acceptable_risk_energy__option_value_preserving	institutional	-0.5000	0.4500	scaffold
acceptable_risk_energy__option_value_preserving	institutional	0.4510	1.6000	unknown
acceptable_risk_energy__option_value_preserving	analytical	-0.5000	0.4500	scaffold
acceptable_risk_energy__option_value_preserving	analytical	0.4510	1.6000	unknown
acceptable_risk_for_energy__catastrophic_tail_dominant	powerless	-0.5000	0.3490	naturalized
acceptable_risk_for_energy__catastrophic_tail_dominant	powerless	0.3500	0.3500	unknown
acceptable_risk_for_energy__catastrophic_tail_dominant	powerless	0.3510	0.6590	tangled_rope
acceptable_risk_for_energy__catastrophic_tail_dominant	powerless	0.6600	1.6000	snare
acceptable_risk_for_energy__catastrophic_tail_dominant	moderate	-0.5000	0.0000	rope
acceptable_risk_for_energy__catastrophic_tail_dominant	moderate	0.0010	0.3490	naturalized
acceptable_risk_for_energy__catastrophic_tail_dominant	moderate	0.3500	0.3500	unknown
acceptable_risk_for_energy__catastrophic_tail_dominant	moderate	0.3510	0.6590	tangled_rope
acceptable_risk_for_energy__catastrophic_tail_dominant	moderate	0.6600	1.6000	snare
acceptable_risk_for_energy__catastrophic_tail_dominant	institutional	-0.5000	0.0000	rope
acceptable_risk_for_energy__catastrophic_tail_dominant	institutional	0.0010	0.3490	naturalized
acceptable_risk_for_energy__catastrophic_tail_dominant	institutional	0.3500	0.3500	unknown
acceptable_risk_for_energy__catastrophic_tail_dominant	institutional	0.3510	0.6590	tangled_rope
acceptable_risk_for_energy__catastrophic_tail_dominant	institutional	0.6600	1.6000	snare
acceptable_risk_for_energy__catastrophic_tail_dominant	analytical	-0.5000	0.0000	rope
acceptable_risk_for_energy__catastrophic_tail_dominant	analytical	0.0010	0.3490	naturalized
acceptable_risk_for_energy__catastrophic_tail_dominant	analytical	0.3500	0.3500	unknown
acceptable_risk_for_energy__catastrophic_tail_dominant	analytical	0.3510	0.6590	tangled_rope
acceptable_risk_for_energy__catastrophic_tail_dominant	analytical	0.6600	1.6000	snare
acceptable_risk_for_energy__comparative_risk_dominant	powerless	-0.5000	0.3490	naturalized
acceptable_risk_for_energy__comparative_risk_dominant	powerless	0.3500	0.3500	unknown
acceptable_risk_for_energy__comparative_risk_dominant	powerless	0.3510	0.6590	tangled_rope
acceptable_risk_for_energy__comparative_risk_dominant	powerless	0.6600	1.6000	snare
acceptable_risk_for_energy__comparative_risk_dominant	moderate	-0.5000	0.0000	rope
acceptable_risk_for_energy__comparative_risk_dominant	moderate	0.0010	0.3490	naturalized
acceptable_risk_for_energy__comparative_risk_dominant	moderate	0.3500	0.3500	unknown
acceptable_risk_for_energy__comparative_risk_dominant	moderate	0.3510	0.6590	tangled_rope
acceptable_risk_for_energy__comparative_risk_dominant	moderate	0.6600	1.6000	snare
acceptable_risk_for_energy__comparative_risk_dominant	institutional	-0.5000	0.0000	rope
acceptable_risk_for_energy__comparative_risk_dominant	institutional	0.0010	0.3490	naturalized
acceptable_risk_for_energy__comparative_risk_dominant	institutional	0.3500	0.3500	unknown
acceptable_risk_for_energy__comparative_risk_dominant	institutional	0.3510	0.6590	tangled_rope
acceptable_risk_for_energy__comparative_risk_dominant	institutional	0.6600	1.6000	snare
acceptable_risk_for_energy__comparative_risk_dominant	analytical	-0.5000	0.0000	rope
acceptable_risk_for_energy__comparative_risk_dominant	analytical	0.0010	0.3490	naturalized
acceptable_risk_for_energy__comparative_risk_dominant	analytical	0.3500	0.3500	unknown
acceptable_risk_for_energy__comparative_risk_dominant	analytical	0.3510	0.6590	tangled_rope
acceptable_risk_for_energy__comparative_risk_dominant	analytical	0.6600	1.6000	snare
acceptable_risk_for_energy__expected_value_dominant	powerless	-0.5000	0.3490	naturalized
acceptable_risk_for_energy__expected_value_dominant	powerless	0.3500	0.3500	unknown
acceptable_risk_for_energy__expected_value_dominant	powerless	0.3510	0.9000	tangled_rope
acceptable_risk_for_energy__expected_value_dominant	powerless	0.9010	1.6000	unknown
acceptable_risk_for_energy__expected_value_dominant	moderate	-0.5000	0.0000	rope
acceptable_risk_for_energy__expected_value_dominant	moderate	0.0010	0.3490	naturalized
acceptable_risk_for_energy__expected_value_dominant	moderate	0.3500	0.3500	unknown
acceptable_risk_for_energy__expected_value_dominant	moderate	0.3510	0.9000	tangled_rope
acceptable_risk_for_energy__expected_value_dominant	moderate	0.9010	1.6000	unknown
acceptable_risk_for_energy__expected_value_dominant	institutional	-0.5000	0.0000	rope
acceptable_risk_for_energy__expected_value_dominant	institutional	0.0010	0.3490	naturalized
acceptable_risk_for_energy__expected_value_dominant	institutional	0.3500	0.3500	unknown
acceptable_risk_for_energy__expected_value_dominant	institutional	0.3510	0.9000	tangled_rope
acceptable_risk_for_energy__expected_value_dominant	institutional	0.9010	1.6000	unknown
acceptable_risk_for_energy__expected_value_dominant	analytical	-0.5000	0.0000	rope
acceptable_risk_for_energy__expected_value_dominant	analytical	0.0010	0.3490	naturalized
acceptable_risk_for_energy__expected_value_dominant	analytical	0.3500	0.3500	unknown
acceptable_risk_for_energy__expected_value_dominant	analytical	0.3510	0.9000	tangled_rope
acceptable_risk_for_energy__expected_value_dominant	analytical	0.9010	1.6000	unknown
ai_alignment_commitment__ethics_justice_reading	powerless	-0.5000	0.3490	naturalized
ai_alignment_commitment__ethics_justice_reading	powerless	0.3500	0.3500	unknown
ai_alignment_commitment__ethics_justice_reading	powerless	0.3510	0.6590	tangled_rope
ai_alignment_commitment__ethics_justice_reading	powerless	0.6600	1.6000	snare
ai_alignment_commitment__ethics_justice_reading	moderate	-0.5000	0.0000	rope
ai_alignment_commitment__ethics_justice_reading	moderate	0.0010	0.3490	naturalized
ai_alignment_commitment__ethics_justice_reading	moderate	0.3500	0.3500	unknown
ai_alignment_commitment__ethics_justice_reading	moderate	0.3510	0.6590	tangled_rope
ai_alignment_commitment__ethics_justice_reading	moderate	0.6600	1.6000	snare
ai_alignment_commitment__ethics_justice_reading	institutional	-0.5000	0.0000	rope
ai_alignment_commitment__ethics_justice_reading	institutional	0.0010	0.3490	naturalized
ai_alignment_commitment__ethics_justice_reading	institutional	0.3500	0.3500	unknown
ai_alignment_commitment__ethics_justice_reading	institutional	0.3510	0.6590	tangled_rope
ai_alignment_commitment__ethics_justice_reading	institutional	0.6600	1.6000	snare
ai_alignment_commitment__ethics_justice_reading	analytical	-0.5000	0.0000	rope
ai_alignment_commitment__ethics_justice_reading	analytical	0.0010	0.3490	naturalized
ai_alignment_commitment__ethics_justice_reading	analytical	0.3500	0.3500	unknown
ai_alignment_commitment__ethics_justice_reading	analytical	0.3510	0.6590	tangled_rope
ai_alignment_commitment__ethics_justice_reading	analytical	0.6600	1.6000	snare
ai_alignment_commitment__integrated_reading	powerless	-0.5000	0.3490	naturalized
ai_alignment_commitment__integrated_reading	powerless	0.3500	0.3500	unknown
ai_alignment_commitment__integrated_reading	powerless	0.3510	0.6590	tangled_rope
ai_alignment_commitment__integrated_reading	powerless	0.6600	1.6000	snare
ai_alignment_commitment__integrated_reading	moderate	-0.5000	0.0000	rope
ai_alignment_commitment__integrated_reading	moderate	0.0010	0.3490	naturalized
ai_alignment_commitment__integrated_reading	moderate	0.3500	0.3500	unknown
ai_alignment_commitment__integrated_reading	moderate	0.3510	0.6590	tangled_rope
ai_alignment_commitment__integrated_reading	moderate	0.6600	1.6000	snare
ai_alignment_commitment__integrated_reading	institutional	-0.5000	0.0000	rope
ai_alignment_commitment__integrated_reading	institutional	0.0010	0.3490	naturalized
ai_alignment_commitment__integrated_reading	institutional	0.3500	0.3500	unknown
ai_alignment_commitment__integrated_reading	institutional	0.3510	0.6590	tangled_rope
ai_alignment_commitment__integrated_reading	institutional	0.6600	1.6000	snare
ai_alignment_commitment__integrated_reading	analytical	-0.5000	0.0000	rope
ai_alignment_commitment__integrated_reading	analytical	0.0010	0.3490	naturalized
ai_alignment_commitment__integrated_reading	analytical	0.3500	0.3500	unknown
ai_alignment_commitment__integrated_reading	analytical	0.3510	0.6590	tangled_rope
ai_alignment_commitment__integrated_reading	analytical	0.6600	1.6000	snare
ai_alignment_commitment__safety_control_reading	powerless	-0.5000	0.3490	naturalized
ai_alignment_commitment__safety_control_reading	powerless	0.3500	0.3500	unknown
ai_alignment_commitment__safety_control_reading	powerless	0.3510	0.6590	tangled_rope
ai_alignment_commitment__safety_control_reading	powerless	0.6600	1.6000	snare
ai_alignment_commitment__safety_control_reading	moderate	-0.5000	0.0000	rope
ai_alignment_commitment__safety_control_reading	moderate	0.0010	0.3490	naturalized
ai_alignment_commitment__safety_control_reading	moderate	0.3500	0.3500	unknown
ai_alignment_commitment__safety_control_reading	moderate	0.3510	0.6590	tangled_rope
ai_alignment_commitment__safety_control_reading	moderate	0.6600	1.6000	snare
ai_alignment_commitment__safety_control_reading	institutional	-0.5000	0.0000	rope
ai_alignment_commitment__safety_control_reading	institutional	0.0010	0.3490	naturalized
ai_alignment_commitment__safety_control_reading	institutional	0.3500	0.3500	unknown
ai_alignment_commitment__safety_control_reading	institutional	0.3510	0.6590	tangled_rope
ai_alignment_commitment__safety_control_reading	institutional	0.6600	1.6000	snare
ai_alignment_commitment__safety_control_reading	analytical	-0.5000	0.0000	rope
ai_alignment_commitment__safety_control_reading	analytical	0.0010	0.3490	naturalized
ai_alignment_commitment__safety_control_reading	analytical	0.3500	0.3500	unknown
ai_alignment_commitment__safety_control_reading	analytical	0.3510	0.6590	tangled_rope
ai_alignment_commitment__safety_control_reading	analytical	0.6600	1.6000	snare
ai_alignment_priority__existential_risk_reading	powerless	-0.5000	0.3490	naturalized
ai_alignment_priority__existential_risk_reading	powerless	0.3500	0.3500	unknown
ai_alignment_priority__existential_risk_reading	powerless	0.3510	0.6590	tangled_rope
ai_alignment_priority__existential_risk_reading	powerless	0.6600	1.6000	snare
ai_alignment_priority__existential_risk_reading	moderate	-0.5000	0.0000	rope
ai_alignment_priority__existential_risk_reading	moderate	0.0010	0.3490	naturalized
ai_alignment_priority__existential_risk_reading	moderate	0.3500	0.3500	unknown
ai_alignment_priority__existential_risk_reading	moderate	0.3510	0.6590	tangled_rope
ai_alignment_priority__existential_risk_reading	moderate	0.6600	1.6000	snare
ai_alignment_priority__existential_risk_reading	institutional	-0.5000	0.0000	rope
ai_alignment_priority__existential_risk_reading	institutional	0.0010	0.3490	naturalized
ai_alignment_priority__existential_risk_reading	institutional	0.3500	0.3500	unknown
ai_alignment_priority__existential_risk_reading	institutional	0.3510	0.6590	tangled_rope
ai_alignment_priority__existential_risk_reading	institutional	0.6600	1.6000	snare
ai_alignment_priority__existential_risk_reading	analytical	-0.5000	0.0000	rope
ai_alignment_priority__existential_risk_reading	analytical	0.0010	0.3490	naturalized
ai_alignment_priority__existential_risk_reading	analytical	0.3500	0.3500	unknown
ai_alignment_priority__existential_risk_reading	analytical	0.3510	0.6590	tangled_rope
ai_alignment_priority__existential_risk_reading	analytical	0.6600	1.6000	snare
ai_alignment_priority__integrated_reading	powerless	-0.5000	0.3490	naturalized
ai_alignment_priority__integrated_reading	powerless	0.3500	0.3500	unknown
ai_alignment_priority__integrated_reading	powerless	0.3510	0.6590	tangled_rope
ai_alignment_priority__integrated_reading	powerless	0.6600	1.6000	snare
ai_alignment_priority__integrated_reading	moderate	-0.5000	0.0000	rope
ai_alignment_priority__integrated_reading	moderate	0.0010	0.3490	naturalized
ai_alignment_priority__integrated_reading	moderate	0.3500	0.3500	unknown
ai_alignment_priority__integrated_reading	moderate	0.3510	0.6590	tangled_rope
ai_alignment_priority__integrated_reading	moderate	0.6600	1.6000	snare
ai_alignment_priority__integrated_reading	institutional	-0.5000	0.0000	rope
ai_alignment_priority__integrated_reading	institutional	0.0010	0.3490	naturalized
ai_alignment_priority__integrated_reading	institutional	0.3500	0.3500	unknown
ai_alignment_priority__integrated_reading	institutional	0.3510	0.6590	tangled_rope
ai_alignment_priority__integrated_reading	institutional	0.6600	1.6000	snare
ai_alignment_priority__integrated_reading	analytical	-0.5000	0.0000	rope
ai_alignment_priority__integrated_reading	analytical	0.0010	0.3490	naturalized
ai_alignment_priority__integrated_reading	analytical	0.3500	0.3500	unknown
ai_alignment_priority__integrated_reading	analytical	0.3510	0.6590	tangled_rope
ai_alignment_priority__integrated_reading	analytical	0.6600	1.6000	snare
ai_alignment_priority__nearterm_harms_reading	powerless	-0.5000	0.3490	naturalized
ai_alignment_priority__nearterm_harms_reading	powerless	0.3500	0.3500	unknown
ai_alignment_priority__nearterm_harms_reading	powerless	0.3510	0.6590	tangled_rope
ai_alignment_priority__nearterm_harms_reading	powerless	0.6600	1.6000	snare
ai_alignment_priority__nearterm_harms_reading	moderate	-0.5000	0.0000	rope
ai_alignment_priority__nearterm_harms_reading	moderate	0.0010	0.3490	naturalized
ai_alignment_priority__nearterm_harms_reading	moderate	0.3500	0.3500	unknown
ai_alignment_priority__nearterm_harms_reading	moderate	0.3510	0.6590	tangled_rope
ai_alignment_priority__nearterm_harms_reading	moderate	0.6600	1.6000	snare
ai_alignment_priority__nearterm_harms_reading	institutional	-0.5000	0.0000	rope
ai_alignment_priority__nearterm_harms_reading	institutional	0.0010	0.3490	naturalized
ai_alignment_priority__nearterm_harms_reading	institutional	0.3500	0.3500	unknown
ai_alignment_priority__nearterm_harms_reading	institutional	0.3510	0.6590	tangled_rope
ai_alignment_priority__nearterm_harms_reading	institutional	0.6600	1.6000	snare
ai_alignment_priority__nearterm_harms_reading	analytical	-0.5000	0.0000	rope
ai_alignment_priority__nearterm_harms_reading	analytical	0.0010	0.3490	naturalized
ai_alignment_priority__nearterm_harms_reading	analytical	0.3500	0.3500	unknown
ai_alignment_priority__nearterm_harms_reading	analytical	0.3510	0.6590	tangled_rope
ai_alignment_priority__nearterm_harms_reading	analytical	0.6600	1.6000	snare
ai_dignity_safeguarding__autonomy_rights_reading	powerless	-0.5000	1.6000	unknown
ai_dignity_safeguarding__autonomy_rights_reading	moderate	-0.5000	0.3500	rope
ai_dignity_safeguarding__autonomy_rights_reading	moderate	0.3510	1.6000	unknown
ai_dignity_safeguarding__autonomy_rights_reading	institutional	-0.5000	0.3500	rope
ai_dignity_safeguarding__autonomy_rights_reading	institutional	0.3510	1.6000	unknown
ai_dignity_safeguarding__autonomy_rights_reading	analytical	-0.5000	0.3500	rope
ai_dignity_safeguarding__autonomy_rights_reading	analytical	0.3510	1.6000	unknown
ai_dignity_safeguarding__imago_dei_reading	powerless	-0.5000	0.3500	unknown
ai_dignity_safeguarding__imago_dei_reading	powerless	0.3510	0.9000	tangled_rope
ai_dignity_safeguarding__imago_dei_reading	powerless	0.9010	1.6000	unknown
ai_dignity_safeguarding__imago_dei_reading	moderate	-0.5000	0.3500	rope
ai_dignity_safeguarding__imago_dei_reading	moderate	0.3510	0.9000	tangled_rope
ai_dignity_safeguarding__imago_dei_reading	moderate	0.9010	1.6000	unknown
ai_dignity_safeguarding__imago_dei_reading	institutional	-0.5000	0.3500	rope
ai_dignity_safeguarding__imago_dei_reading	institutional	0.3510	0.9000	tangled_rope
ai_dignity_safeguarding__imago_dei_reading	institutional	0.9010	1.6000	unknown
ai_dignity_safeguarding__imago_dei_reading	analytical	-0.5000	0.3500	rope
ai_dignity_safeguarding__imago_dei_reading	analytical	0.3510	0.9000	tangled_rope
ai_dignity_safeguarding__imago_dei_reading	analytical	0.9010	1.6000	unknown
ai_dignity_safeguarding__posthuman_continuity_reading	powerless	-0.5000	0.4500	scaffold
ai_dignity_safeguarding__posthuman_continuity_reading	powerless	0.4510	1.6000	unknown
ai_dignity_safeguarding__posthuman_continuity_reading	moderate	-0.5000	0.4500	scaffold
ai_dignity_safeguarding__posthuman_continuity_reading	moderate	0.4510	1.6000	unknown
ai_dignity_safeguarding__posthuman_continuity_reading	institutional	-0.5000	0.4500	scaffold
ai_dignity_safeguarding__posthuman_continuity_reading	institutional	0.4510	1.6000	unknown
ai_dignity_safeguarding__posthuman_continuity_reading	analytical	-0.5000	0.4500	scaffold
ai_dignity_safeguarding__posthuman_continuity_reading	analytical	0.4510	1.6000	unknown
ai_governance_legitimacy__magisterial_subsidiarity_reading	powerless	-0.5000	0.3490	naturalized
ai_governance_legitimacy__magisterial_subsidiarity_reading	powerless	0.3500	0.3500	unknown
ai_governance_legitimacy__magisterial_subsidiarity_reading	powerless	0.3510	0.9000	tangled_rope
ai_governance_legitimacy__magisterial_subsidiarity_reading	powerless	0.9010	1.6000	unknown
ai_governance_legitimacy__magisterial_subsidiarity_reading	moderate	-0.5000	0.0000	rope
ai_governance_legitimacy__magisterial_subsidiarity_reading	moderate	0.0010	0.3490	naturalized
ai_governance_legitimacy__magisterial_subsidiarity_reading	moderate	0.3500	0.3500	unknown
ai_governance_legitimacy__magisterial_subsidiarity_reading	moderate	0.3510	0.9000	tangled_rope
ai_governance_legitimacy__magisterial_subsidiarity_reading	moderate	0.9010	1.6000	unknown
ai_governance_legitimacy__magisterial_subsidiarity_reading	institutional	-0.5000	0.0000	rope
ai_governance_legitimacy__magisterial_subsidiarity_reading	institutional	0.0010	0.3490	naturalized
ai_governance_legitimacy__magisterial_subsidiarity_reading	institutional	0.3500	0.3500	unknown
ai_governance_legitimacy__magisterial_subsidiarity_reading	institutional	0.3510	0.9000	tangled_rope
ai_governance_legitimacy__magisterial_subsidiarity_reading	institutional	0.9010	1.6000	unknown
ai_governance_legitimacy__magisterial_subsidiarity_reading	analytical	-0.5000	0.0000	rope
ai_governance_legitimacy__magisterial_subsidiarity_reading	analytical	0.0010	0.3490	naturalized
ai_governance_legitimacy__magisterial_subsidiarity_reading	analytical	0.3500	0.3500	unknown
ai_governance_legitimacy__magisterial_subsidiarity_reading	analytical	0.3510	0.9000	tangled_rope
ai_governance_legitimacy__magisterial_subsidiarity_reading	analytical	0.9010	1.6000	unknown
ai_governance_legitimacy__market_libertarian_reading	powerless	-0.5000	0.4500	scaffold
ai_governance_legitimacy__market_libertarian_reading	powerless	0.4510	1.6000	unknown
ai_governance_legitimacy__market_libertarian_reading	moderate	-0.5000	0.4500	scaffold
ai_governance_legitimacy__market_libertarian_reading	moderate	0.4510	1.6000	unknown
ai_governance_legitimacy__market_libertarian_reading	institutional	-0.5000	0.4500	scaffold
ai_governance_legitimacy__market_libertarian_reading	institutional	0.4510	1.6000	unknown
ai_governance_legitimacy__market_libertarian_reading	analytical	-0.5000	0.4500	scaffold
ai_governance_legitimacy__market_libertarian_reading	analytical	0.4510	1.6000	unknown
ai_governance_legitimacy__technocratic_optimization_reading	powerless	-0.5000	0.4500	scaffold
ai_governance_legitimacy__technocratic_optimization_reading	powerless	0.4510	1.6000	unknown
ai_governance_legitimacy__technocratic_optimization_reading	moderate	-0.5000	0.4500	scaffold
ai_governance_legitimacy__technocratic_optimization_reading	moderate	0.4510	1.6000	unknown
ai_governance_legitimacy__technocratic_optimization_reading	institutional	-0.5000	0.4500	scaffold
ai_governance_legitimacy__technocratic_optimization_reading	institutional	0.4510	1.6000	unknown
ai_governance_legitimacy__technocratic_optimization_reading	analytical	-0.5000	0.4500	scaffold
ai_governance_legitimacy__technocratic_optimization_reading	analytical	0.4510	1.6000	unknown
ai_human_relationship__incarnational_humanism	powerless	-0.5000	1.6000	unknown
ai_human_relationship__incarnational_humanism	moderate	-0.5000	0.3500	rope
ai_human_relationship__incarnational_humanism	moderate	0.3510	1.6000	unknown
ai_human_relationship__incarnational_humanism	institutional	-0.5000	0.3500	rope
ai_human_relationship__incarnational_humanism	institutional	0.3510	1.6000	unknown
ai_human_relationship__incarnational_humanism	analytical	-0.5000	0.3500	rope
ai_human_relationship__incarnational_humanism	analytical	0.3510	1.6000	unknown
ai_human_relationship__instrumental_subsidiarity	powerless	-0.5000	0.3490	naturalized
ai_human_relationship__instrumental_subsidiarity	powerless	0.3500	0.3500	unknown
ai_human_relationship__instrumental_subsidiarity	powerless	0.3510	0.6590	tangled_rope
ai_human_relationship__instrumental_subsidiarity	powerless	0.6600	1.6000	snare
ai_human_relationship__instrumental_subsidiarity	moderate	-0.5000	0.0000	rope
