constraint_id,context,chi,KL_fwd,KL_rev,d_FR,H_sq,max_tvd,argmax_cl,argmax_idx,type_match
26usc469_real_estate_exemption,powerless,0.815164,0.004376161976686414,0.003574593780430118,0.0888253533990342,0.0019721616478965832,0.01253308512507434,snare,snare,True
26usc469_real_estate_exemption,moderate,0.829869,0.006217766314570535,0.004860993530650194,0.10465909301211139,0.0027377566001586164,0.014367597571199875,snare,snare,True
26usc469_real_estate_exemption,institutional,-0.031689,9.410932899123969,20.048042554713692,3.01018718632263,1.8686890552597482,0.9728664367170788,snare,rope,False
26usc469_real_estate_exemption,analytical,1.027448,0.03951022090186476,0.018748951956382334,0.22907234852162356,0.01310420015356164,0.024500490047870915,snare,snare,True
absorbing_markov_chain_trap,powerless,0.597787,0.0028396851887781834,0.002348252875261584,0.07177294296549529,0.0012877006306761475,0.008938304552127407,snare,snare,True
absorbing_markov_chain_trap,moderate,0.608571,0.004068929063556065,0.0032281835837945053,0.08497710568141853,0.0018050055533826498,0.010313771352539747,snare,snare,True
absorbing_markov_chain_trap,institutional,-0.023239,10.410639467021683,19.701683626867716,3.111509644237687,1.9699181249994766,0.9793367078454215,snare,rope,False
absorbing_markov_chain_trap,analytical,0.753462,0.028516804241144444,0.013784174395961706,0.19552099594011615,0.009549505850549075,0.018479182287357343,snare,snare,True
abstraction_boundary_overrun,powerless,0.880377,0.005244721369333558,0.005175925431714995,0.10207888586199952,0.0026044592709880024,0.05010816790954309,piton,piton,True
abstraction_boundary_overrun,moderate,0.896259,0.00912045365736406,0.008950967730587539,0.13442392597973565,0.004515747613665109,0.06576531783515338,piton,piton,True
abstraction_boundary_overrun,institutional,-0.034224,3.674453500056167,8.0658018776098,1.8384843105967572,0.7871541498236321,0.43280036442971664,piton,piton,True
abstraction_boundary_overrun,analytical,1.109644,0.35837023183610917,0.26171056906648393,0.779813667400295,0.15011104681788148,0.32900529230477116,piton,piton,True
abstraction_leakage,powerless,0.804295,0.004912190760150647,0.004037736761402567,0.09425000001348718,0.0022203546727275,0.013564356318090547,snare,snare,True
abstraction_leakage,moderate,0.818804,0.0071459792489135116,0.005660281896424417,0.11254837213473039,0.0031659483956718885,0.015575969349487158,snare,snare,True
abstraction_leakage,institutional,-0.031266,9.86375664230326,22.06665194504912,3.010987331238654,1.8694874842318776,0.9610437704000386,snare,rope,False
abstraction_leakage,analytical,1.013749,0.11855061547172438,0.11243361533411936,0.47087642404384494,0.055175573270834936,0.15746678112975737,snare,snare,True
academic_fashion_modernism_2026,powerless,0.739082,0.00043614238030623836,0.0004356642975692458,0.029526279269548806,0.00021794633337732277,0.014740507136606573,snare,snare,True
academic_fashion_modernism_2026,moderate,0.752415,0.00042573124181459303,0.00042521566087436354,0.02917079543790786,0.0002127300553400258,0.01456052839461619,snare,snare,True
academic_fashion_modernism_2026,institutional,-0.028731,4.150100808594225,7.718188252046786,1.9237666945055554,0.8560477046832718,0.5161505798682751,snare,piton,False
academic_fashion_modernism_2026,analytical,0.931553,0.02558212311111631,0.02527161727258781,0.22550240993182766,0.012699371914362406,0.11214571428940406,snare,piton,False
academic_peer_review_gatekeeping,powerless,0.815164,0.027770123486192302,0.023984505153766874,0.22703759024931416,0.01287268426316304,0.0815829861909278,snare,snare,True
academic_peer_review_gatekeeping,moderate,0.829869,0.03983875890691123,0.03321273464618363,0.2694401357079313,0.01812206293171274,0.09473770507610789,snare,snare,True
academic_peer_review_gatekeeping,institutional,-0.031689,9.503605019744773,19.993403888132086,2.825051215414885,1.6847784480917767,0.8745841405360851,snare,rope,False
academic_peer_review_gatekeeping,analytical,1.027448,0.2704590310691033,0.1433405979704377,0.6190011569545217,0.09502839207656813,0.1740202847102344,snare,snare,True
academic_tenure_system,powerless,0.815164,0.008274822848890093,0.0068132494066684215,0.12239904541725467,0.003744212735432968,0.023783732331685577,snare,snare,True
academic_tenure_system,moderate,0.829869,0.011772890795789293,0.009288433311781415,0.1443621286045724,0.0052078443362179455,0.027313242373132172,snare,snare,True
academic_tenure_system,institutional,-0.031689,10.082232840383579,20.855396915200203,2.9934656353927216,1.8520083674064085,0.947850099753752,snare,rope,False
academic_tenure_system,analytical,1.027448,0.07550034931050333,0.03639970680049365,0.3181225858410607,0.025247196951768896,0.047035529008657054,snare,snare,True
access_arbitrage,powerless,0.489098,0.0033712774476393286,0.003944948927858422,0.08531712357641237,0.0018194769521942197,0.01407360325702334,tangled_rope,tangled_rope,True
access_arbitrage,moderate,0.497921,0.00522278675791044,0.006326341482811046,0.10706558015746315,0.002865075297472517,0.01821292472477243,tangled_rope,tangled_rope,True
access_arbitrage,institutional,-0.019013,2.0967484015226074,10.417721530015875,2.3734646520403535,1.2506170205068998,0.8487105688678283,tangled_rope,rope,False
access_arbitrage,analytical,0.616469,0.09614791063981079,0.17101652754389665,0.5005981955770645,0.06232323920908565,0.1284234390489352,tangled_rope,tangled_rope,True
acip_hep_b_infant_mandate,powerless,0.195639,0.01931892354704108,0.02022371919332934,0.1988087206382597,0.009873092976281046,0.09391866447968178,rope,rope,True
acip_hep_b_infant_mandate,moderate,0.199169,0.03001746322218768,0.031642537547864724,0.24823864758783462,0.015385838966458409,0.11807901989431258,rope,rope,True
acip_hep_b_infant_mandate,institutional,-0.007605,0.223253538290018,0.15119378004855166,0.6012504209329353,0.08969691980690793,0.22172945534665556,rope,rope,True
acip_hep_b_infant_mandate,analytical,0.246588,0.5115822385328392,0.4899718753276393,0.9990515176725705,0.2443803469580379,0.47574538962972734,rope,piton,False
ad_fus_coordination,powerless,0.815164,0.004360896863134261,0.00356201680608748,0.08866959103549599,0.0019652521579010523,0.012489199363599046,snare,snare,True
ad_fus_coordination,moderate,0.829869,0.006196045808556904,0.004843844528637317,0.10447516943346993,0.002728144800157553,0.014317192245809629,snare,snare,True
ad_fus_coordination,institutional,-0.031689,9.33531731438542,19.852467157182687,3.0054745332992927,1.8639869393725799,0.9729579868240436,snare,rope,False
ad_fus_coordination,analytical,1.027448,0.03937088274120856,0.018681750140719735,0.22866415762795386,0.013057591066540981,0.024413632827576914,snare,snare,True
ad_synaptic_deficit,powerless,0.923852,0.0016579196870938583,0.0013470232343084831,0.05459613706618427,0.0007451382717861074,0.004736611033299254,snare,snare,True
ad_synaptic_deficit,moderate,0.940518,0.0023436072940495106,0.001822119541805683,0.0641601590579592,0.0010290432463091032,0.005414979060161973,snare,snare,True
ad_synaptic_deficit,institutional,-0.035914,10.435688930522172,21.709699723501537,3.0836919485157814,1.9421073825716495,0.9898363268264496,snare,rope,False
ad_synaptic_deficit,analytical,1.164441,0.014027465521783343,0.006771264224809417,0.13720421781503486,0.004704403904174295,0.009097887383115788,snare,snare,True
adaptive_lag_trap,powerless,0.902115,0.008041232671119163,0.007922626379005468,0.12634500598359139,0.003989438126922179,0.06217787542284614,piton,piton,True
adaptive_lag_trap,moderate,0.918388,0.013675886949188407,0.013385375523024282,0.1644950475422572,0.006760842646291768,0.0806355985312498,piton,piton,True
adaptive_lag_trap,institutional,-0.035069,3.7046691114280184,7.433803144106715,1.8195355587606115,0.7721418560274177,0.4453102991711896,piton,piton,True
adaptive_lag_trap,analytical,1.137042,0.45502389803453797,0.3149791104873907,0.8657740744471799,0.1844831165641902,0.3593121125464922,piton,piton,True
adversarial_surface_inflation,powerless,0.912984,0.009703727955741745,0.009546893492939676,0.13874270696563268,0.004810455073066514,0.06827012077869377,piton,piton,True
adversarial_surface_inflation,moderate,0.929453,0.01635845365342295,0.0159761682448889,0.1798080800461494,0.00807729366007238,0.08809580125744731,piton,piton,True
adversarial_surface_inflation,institutional,-0.035492,3.701199919240238,7.208018300819752,1.810975674863746,0.7653962823587896,0.44818275343126207,piton,piton,True
adversarial_surface_inflation,analytical,1.150742,0.5057288775449278,0.33929272302502544,0.9047639432276646,0.20118305338989312,0.3712721684313829,piton,piton,True
adversarial_truth_decay,powerless,0.967328,0.021417816732437964,0.021051049297690458,0.20607366048049747,0.010607199046849283,0.10205428103072334,piton,piton,True
adversarial_truth_decay,moderate,0.984778,0.035095131848437655,0.034153265504321725,0.2631316182156056,0.017284608116397614,0.12964765989452298,piton,piton,True
adversarial_truth_decay,institutional,-0.037604,3.8766778641104342,6.661085695453063,1.8350490403309967,0.7844244116669759,0.4890275137154976,piton,piton,True
adversarial_truth_decay,analytical,1.219238,0.8332447055552494,0.4859153453074859,1.1148682204328626,0.3027694286344801,0.4427525338558226,piton,piton,True
adverse_possession,powerless,0.706475,0.04385734402474851,0.04309149446277248,0.294850418167463,0.021694856188089154,0.14517176755269856,tangled_rope,snare,False
adverse_possession,moderate,0.71922,0.06505464099328928,0.06315012719985288,0.35800678928176854,0.03195674799355259,0.17545274994642884,tangled_rope,snare,False
adverse_possession,institutional,-0.027464,6.8404663757800614,22.221835475972217,2.8730542562572507,1.7322677537659865,0.970186375876329,tangled_rope,rope,False
adverse_possession,analytical,0.890455,0.6168759625543103,0.43194472842645015,1.0104878797697765,0.2498871430865735,0.4320950279279729,tangled_rope,snare,False
advice_as_dangerous_gift,powerless,0.38041,0.0018597980585744762,0.001241191958111556,0.054650120846630144,0.0007466124699977311,0.0031287550972477485,tangled_rope,tangled_rope,True
advice_as_dangerous_gift,moderate,0.387272,0.002631685748159446,0.0016210254590353014,0.06344731705452598,0.0010063061113639946,0.0035309177130826708,tangled_rope,tangled_rope,True
advice_as_dangerous_gift,institutional,-0.014788,2.1698542094632463,5.198059530213205,2.3600406465920676,1.2381879335069788,0.8835094937222011,tangled_rope,rope,False
advice_as_dangerous_gift,analytical,0.479476,0.01850127824935433,0.006118448093423372,0.1307427435628269,0.004271894624812866,0.005096596581957047,tangled_rope,tangled_rope,True
agency_atrophy,powerless,0.956459,0.01839799177299098,0.017979542162378306,0.19071921266984515,0.009086565699158694,0.09369945926944034,piton,piton,True
agency_atrophy,moderate,0.973713,0.03022962777999283,0.029221078537844822,0.24379804040490163,0.014840980161829104,0.11904698826993121,piton,piton,True
agency_atrophy,institutional,-0.037182,3.651549685625031,6.089720595095722,1.764066817979031,0.7288347986337881,0.4583350705774517,piton,piton,True
agency_atrophy,analytical,1.205539,0.7343454159073372,0.43038632137768706,1.0485826026632128,0.26864213344781984,0.4110362609610959,piton,piton,True
agent_opt_2026,powerless,0.76082,5.587521116061107e-05,5.384440910638586e-05,0.010467984230532352,2.7394610923661884e-05,0.0038812278397395428,snare,snare,True
agent_opt_2026,moderate,0.774544,3.064828981771744e-05,2.7500426276502992e-05,0.007606287208675472,1.4463883841762226e-05,0.0023536929058287637,snare,snare,True
agent_opt_2026,institutional,-0.029576,7.396094490207948,19.95350233513568,2.803216785250916,1.663236132682182,0.8743539188653167,snare,rope,False
agent_opt_2026,analytical,0.958951,0.038253138465489694,0.042266597786345214,0.2834564327896539,0.020053286240633423,0.1245381861593273,snare,snare,True
agg1_genetic_determinism,powerless,0.815164,0.004360896863134261,0.00356201680608748,0.08866959103549599,0.0019652521579010523,0.012489199363599046,snare,snare,True
agg1_genetic_determinism,moderate,0.829869,0.006196045808556904,0.004843844528637317,0.10447516943346993,0.002728144800157553,0.014317192245809629,snare,snare,True
agg1_genetic_determinism,institutional,-0.031689,9.33531731438542,19.852467157182687,3.0054745332992927,1.8639869393725799,0.9729579868240436,snare,rope,False
agg1_genetic_determinism,analytical,1.027448,0.03937088274120856,0.018681750140719735,0.22866415762795386,0.013057591066540981,0.024413632827576914,snare,snare,True
aging_longevity_tests,powerless,0.56518,0.002783671306393218,0.0033196499697770196,0.07788845134962041,0.001516461036813219,0.01086925880255153,tangled_rope,tangled_rope,True
aging_longevity_tests,moderate,0.575376,0.004325591113347212,0.005359598472490648,0.09797626523780192,0.0023993572410204883,0.014144852242974184,tangled_rope,tangled_rope,True
aging_longevity_tests,institutional,-0.021971,2.187368458281621,14.939119700980031,2.421469508586659,1.2953362837681406,0.8633134201367992,tangled_rope,rope,False
aging_longevity_tests,analytical,0.712364,0.08290445381920686,0.1570162707272835,0.4711107570816975,0.05523024928399311,0.10778339368578842,tangled_rope,tangled_rope,True
ai_adoption_stigma,powerless,0.56518,0.0330061319519919,0.030482303166552302,0.25181754247979937,0.0158320865556726,0.11358230703704153,snare,snare,True
ai_adoption_stigma,moderate,0.575376,0.04829972631698429,0.04360486361728549,0.3028561204741666,0.02288667374855207,0.13475807239716886,snare,snare,True
ai_adoption_stigma,institutional,-0.021971,6.376598208299551,15.600802833998962,2.6705509809366124,1.5333010505902025,0.8318042392346054,snare,rope,False
ai_adoption_stigma,analytical,0.712364,0.3999558026530399,0.2480715667298707,0.7873418055015967,0.15298560703721925,0.29134061450762927,snare,snare,True
ai_auditability_gap,powerless,0.56518,0.009699879278301946,0.009344052687006,0.13795768688588983,0.004756194530813639,0.06472969111000204,snare,snare,True
ai_auditability_gap,moderate,0.575376,0.013850959919794077,0.013215183512572864,0.16443990895662938,0.006756313502892982,0.0767886201790553,snare,snare,True
ai_auditability_gap,institutional,-0.021971,5.585847103395217,16.045027529286465,2.6126192830344577,1.4771723250466664,0.8415514290526382,snare,rope,False
ai_auditability_gap,analytical,0.712364,0.07634349022409471,0.06313363709778434,0.37047665226672555,0.03421523310100513,0.16281006782513752,snare,snare,True
ai_banal_capture,powerless,0.739082,0.0014964992620484592,0.0012204400144222183,0.0519213674842061,0.0006739192496933291,0.004378092282675716,snare,snare,True
ai_banal_capture,moderate,0.752415,0.002130674548439625,0.0016625456550720828,0.06123459883473017,0.0009373457963652702,0.00501978650718371,snare,snare,True
ai_banal_capture,institutional,-0.028731,8.660670989879621,21.868719342158858,3.072164966089999,1.9305862556435078,0.9900977289756817,snare,rope,False
