constraint	gate	purity	F	SIsub	CC	EX	scope_result	N	rawSI	gridG	m1_si_empty	m2_grid_lt2	m3_grid_empty	m4_ex_fail	m5_floor_default	any_mech	disposition	crosschecks
climate_mitigation_legitimacy__degrowth_sufficiency_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
climate_mitigation_legitimacy__portfolio_pragmatism_reading	fail	-1.0	0.0	1.0	0.8333333333333334	0.12	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
climate_mitigation_legitimacy__renewable_primacy_reading	pass	0.4823333333333334	0.0	1.0	0.8333333333333334	0.12	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
climate_response_action__adaptation_priority	pass	0.4291666666666667	0.25	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
climate_response_action__degrowth_transformation	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
climate_response_action__mitigation_priority	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
climate_response_imperative__adaptation_priority_reading	pass	0.39583333333333337	0.0	0.75	0.8333333333333334	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
climate_response_imperative__degrowth_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
climate_response_imperative__mitigation_priority_reading	pass	0.41183333333333333	0.0	0.75	0.8333333333333334	0.07999999999999985	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
climate_response_legitimacy__adaptation_priority	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
climate_response_legitimacy__degrowth_transformation	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
climate_response_legitimacy__mitigation_priority	fail	-1.0	0.0	0.75	0.5	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
climate_response_obligation__adaptation_priority	fail	-1.0	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
climate_response_obligation__degrowth_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
climate_response_obligation__mitigation_priority	fail	-1.0	0.0	0.75	0.6666666666666667	0.019999999999999907	variant([naturalized,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
coercion_legitimacy_boundary__bodily_autonomy_primary	fail	-1.0	0.0	0.75	0.5	0.42000000000000004	variant([scaffold,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
coercion_legitimacy_boundary__proportionality_reading	pass	0.3285	0.0	0.75	0.5	0.08000000000000007	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
coercion_legitimacy_boundary__public_health_primary	pass	0.39583333333333337	0.0	0.75	0.8333333333333334	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
combatant_status_definition__functional_protection_reading	pass	0.8635	0.625	1.0	1.0	0.88	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
combatant_status_definition__national_liberation_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
combatant_status_definition__state_centric_reading	pass	0.575	0.25	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
commerce_clause_scope__broad_effects_test	fail	-1.0	0.0	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
commerce_clause_scope__intermediate_channels	fail	-1.0	0.625	1.0	0.8333333333333334	0.08000000000000007	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
commerce_clause_scope__narrow_originalist	fail	-1.0	0.0	0.75	0.6666666666666667	0.6799999999999999	variant([rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
commerce_clause_text__expansive_federal_reading	pass	0.27083333333333337	0.0	0.75	0.33333333333333337	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
commerce_clause_text__originalist_narrow_reading	fail	-1.0	0.0	0.75	0.33333333333333337	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
commerce_clause_text__substantial_effects_limited_reading	fail	-1.0	0.0	0.75	0.5	0.08000000000000007	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
common_article_3_scope__expansive_human_rights_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
common_article_3_scope__icrc_customary_reading	fail	-1.0	0.625	1.0	0.8333333333333334	0.62	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
common_article_3_scope__state_centric_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
common_law_precedent_corpus__evolutionary_framework	fail	-1.0	0.125	0.75	0.6666666666666667	0.48	variant([scaffold,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
common_law_precedent_corpus__pluralist_balancing	fail	-1.0	0.0	1.0	0.8333333333333334	0.08000000000000007	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
common_law_precedent_corpus__strict_stare_decisis	pass	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
competence_exercise_requirement__catastrophe_as_necessary_anchor	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
competence_exercise_requirement__hybrid_dependency	pass	0.3365	0.0	0.75	0.5	0.12	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
competence_exercise_requirement__simulation_as_adequate_exercise	pass	0.3125	0.0	0.75	0.5	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
competence_exercise_validity__continuous_refresh_hybrid	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
competence_exercise_validity__real_catastrophe_only	fail	-1.0	0.0	0.75	0.5	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
competence_exercise_validity__simulation_as_proxy	fail	-1.0	0.0	0.75	0.5	0.08000000000000007	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
competence_occupation__hybrid_occupation	pass	0.3125	0.0	0.75	0.5	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
competence_occupation__real_incident_necessity	fail	-1.0	0.5	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
competence_occupation__simulation_sufficiency	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
competence_retention_exercise__catastrophe_as_necessary	pass	0.39583333333333337	0.0	0.75	0.8333333333333334	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
competence_retention_exercise__near_miss_as_bridge	fail	-1.0	0.0	0.75	0.6666666666666667	0.48	variant([rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
competence_retention_exercise__simulation_as_sufficient	pass	0.3821666666666667	0.0	0.75	0.6666666666666667	0.14	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
constitutional_authority_boundary__coordinate_construction_reading	pass	0.6789999999999999	0.25	1.0	1.0	0.52	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
constitutional_authority_boundary__judicial_supremacy_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
constitutional_authority_boundary__parliamentary_primacy_reading	pass	0.8475	0.625	1.0	1.0	0.8	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
constitutional_interpretive_authority__coordinate_construction_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.48	variant([rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
constitutional_interpretive_authority__judicial_supremacy_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.039999999999999925	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
constitutional_interpretive_authority__parliamentary_supremacy_reading	pass	0.3125	0.0	0.75	0.5	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
constitutional_secularism__principled_intervention_reading	fail	-1.0	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
constitutional_secularism__reformist_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
constitutional_secularism__strict_neutrality_reading	fail	-1.0	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
constitutional_text__judicial_supremacy_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
constitutional_text__legislative_sovereignty_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
constitutional_text__popular_sovereignty_reading	fail	-1.0	0.0	0.75	0.5	0.62	variant([rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
constitutional_text_authority__living_constitutionalist_reading	pass	0.4743333333333334	0.0	1.0	0.8333333333333334	0.08000000000000007	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
constitutional_text_authority__originalist_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
constitutional_text_authority__positivist_reading	fail	-1.0	0.25	1.0	1.0	0.4	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
copyright_constitutional_mandate__corporate_enclosure_reading	fail	-1.0	0.0	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
copyright_constitutional_mandate__judicial_ambiguity_reading	fail	-1.0	0.0	1.0	0.8333333333333334	0.32000000000000006	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
copyright_constitutional_mandate__public_scaffold_reading	pass	0.4741666666666667	0.0	0.75	0.6666666666666667	0.6	variant([rope,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
correct_latin__continuity_reading	pass	0.7698333333333334	0.625	1.0	0.8333333333333334	0.62	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
correct_latin__discontinuity_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
correct_latin__hybrid_reading	fail	-1.0	0.25	1.0	1.0	0.4	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
correct_latin_kernel__continuity_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.48	variant([rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
correct_latin_kernel__discontinuity_reading	fail	-1.0	0.0	0.75	0.5	1.1102230246251565e-16	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
correct_latin_kernel__hybrid_reading	fail	-1.0	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
creed_381_pneumatology__ecumenical_reunion_reading	pass	0.7818333333333334	0.625	1.0	0.8333333333333334	0.6799999999999999	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
creed_381_pneumatology__filioque_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.08000000000000007	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
creed_381_pneumatology__monoprocession_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
cultural_property_legal_corpus__indigenous_stewardship_reading	pass	0.5	0.0	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
cultural_property_legal_corpus__sovereign_repatriation_reading	pass	0.4743333333333334	0.0	1.0	0.8333333333333334	0.08000000000000007	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
cultural_property_legal_corpus__universal_heritage_reading	pass	0.575	0.25	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
decalogue_image_prohibition__iconoclast_reading	fail	-1.0	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
decalogue_image_prohibition__iconodule_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.48	variant([rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
decalogue_image_prohibition__moderate_iconoclast_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
deferential_realism_ontology__hybrid_pragmatic_reading	fail	-1.0	0.0	0.75	0.5	0.20000000000000007	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
deferential_realism_ontology__immutable_diagnostic_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
deferential_realism_ontology__rhetorical_scaffold_reading	pass	0.8	1.0	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
derivative_work_statutory_boundary__coordination_reading	pass	0.7538333333333334	0.625	1.0	0.8333333333333334	0.5399999999999999	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
derivative_work_statutory_boundary__enclosure_reading	fail	-1.0	0.0	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
derivative_work_statutory_boundary__hybrid_carveout_reading	pass	0.3285	0.0	0.75	0.5	0.08000000000000007	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
dharmasastra_corpus__abolitionist_rejection	pass	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
dharmasastra_corpus__orthodox_literalist	fail	-1.0	0.25	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
dharmasastra_corpus__reformist_contextual	pass	0.591	0.25	1.0	1.0	0.08000000000000007	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
digital_money_emergence_boundary__conceptualization_reading	fail	-1.0	0.625	1.0	0.8333333333333334	0.5	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
digital_money_emergence_boundary__consumer_holdings_reading	pass	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
digital_money_emergence_boundary__infrastructure_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
digital_money_origin__became_thinkable_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
digital_money_origin__first_held_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.12	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
digital_money_origin__regulatory_recognition_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
dignified_death__autonomy_primary	pass	0.3525	0.0	0.75	0.5	0.19999999999999996	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
dignified_death__relational_autonomy	pass	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	variant([rope,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
dignified_death__sanctity_primary	pass	0.3125	0.0	0.75	0.5	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
dignity_kernel__autonomy_rights_reading	fail	-1.0	0.625	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
dignity_kernel__imago_dei_reading	pass	0.3285	0.0	0.75	0.5	0.08000000000000007	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
dignity_kernel__posthumanist_reading	pass	0.3125	0.0	0.75	0.5	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
divine_legitimacy_substrate__amun_polytheistic_reading	pass	0.3125	0.0	0.75	0.5	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
divine_legitimacy_substrate__atenist_monotheistic_reading	pass	0.575	0.25	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
divine_marriage_command__coercion_visibility_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
divine_marriage_command__continuationist_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
divine_marriage_command__substitutionist_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
dollar_gold_convertibility__policy_flexible_reading	fail	-1.0	0.0	0.75	0.5	0.19999999999999996	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
dollar_gold_convertibility__strict_convertibility_reading	fail	-1.0	0.0	0.75	0.33333333333333337	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
dollar_gold_convertibility__triffin_structural_reading	pass	0.6875	0.625	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
doomsday_clock_metric__objective_index_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
doomsday_clock_metric__performative_tool_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
dsm_taxonomy_kernel__biomedical_reading	fail	-1.0	0.0	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
dsm_taxonomy_kernel__critical_psychiatry_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
dsm_taxonomy_kernel__neurodiversity_reading	fail	-1.0	0.0	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
dual_class_legitimacy__disclosure_consent	pass	0.4325	0.0	0.75	0.5	0.6	variant([scaffold,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
dual_class_legitimacy__founder_stewardship	fail	-1.0	0.0	1.0	0.8333333333333334	0.4	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
dual_class_legitimacy__minority_extraction	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
dueling_disappearance_mechanism__contraction_reading	fail	-1.0	0.0	0.75	0.5	0.0	variant([snare,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
dueling_disappearance_mechanism__institutional_displacement_reading	pass	0.9680000000000001	1.0	1.0	1.0	0.8400000000000001	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
ecb_mandate_article_127__climate_incorporation	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
ecb_mandate_article_127__expansive_secondary_objectives	pass	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
ecb_mandate_article_127__orthodox_price_stability	fail	-1.0	0.0	0.75	0.8333333333333334	0.0	variant([snare,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
electronic_money_emergence__became_thinkable_reading	fail	-1.0	0.625	1.0	0.8333333333333334	0.62	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
electronic_money_emergence__first_held_reading	fail	-1.0	0.625	1.0	0.8333333333333334	0.74	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
electronic_money_emergence__m4_m5_collapse_reading	pass	0.3125	0.0	0.75	0.5	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
employment_boundary__formalist_employment_reading	pass	0.575	0.25	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
employment_boundary__hybrid_security_reading	pass	0.4983333333333334	0.0	1.0	0.8333333333333334	0.20000000000000007	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
employment_boundary__substantive_employment_reading	pass	0.6698333333333334	0.625	1.0	0.8333333333333334	0.12	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
end_of_life_authority__autonomy_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.12	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
end_of_life_authority__sanctity_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
end_of_life_authority__slippery_slope_mechanism	fail	-1.0	0.0	0.75	0.5	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
end_of_life_decision_authority__autonomy_reading	fail	-1.0	0.0	0.75	0.5	0.08000000000000007	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
end_of_life_decision_authority__sanctity_reading	pass	0.3125	0.0	0.75	0.5	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
end_of_life_decision_authority__vulnerability_protection_reading	pass	0.5423333333333333	0.0	1.0	0.8333333333333334	0.42000000000000004	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
equal_protection_clause__colorblind_reading	pass	0.992	1.0	1.0	1.0	0.96	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
equal_protection_clause__diversity_reading	pass	0.5293333333333333	0.125	0.75	0.8333333333333334	0.48	variant([rope,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
equal_protection_clause__remedial_reading	fail	-1.0	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
equal_protection_commitment__colorblind_reading	pass	0.655	0.25	1.0	1.0	0.4	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
equal_protection_commitment__diversity_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.6	variant([rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
equal_protection_commitment__remedial_reading	pass	0.615	0.25	1.0	1.0	0.19999999999999996	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
equal_protection_kernel__antisubordination_reading	pass	0.4365	0.0	0.75	0.5	0.62	variant([rope,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
equal_protection_kernel__remedial_reading	pass	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	variant([rope,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
equality_clause_scope__expansive_universalist	pass	0.4085	0.0	0.75	0.5	0.48	variant([scaffold,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
equality_clause_scope__progressive_textualist	pass	0.655	0.25	1.0	1.0	0.4	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
equality_clause_scope__restrictive_originalist	pass	0.575	0.25	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
eternal_marriage_covenant__immutable_commandment_reading	fail	-1.0	0.25	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
eternal_marriage_covenant__prophetic_override_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
