constraint_id,h1,epsilon,chi_analytical,signature,audit_max_tvd,audit_fires,corrected_tvd_analytical,corrected_fires,corrected_tvd_all_ctx,corrected_fires_all_ctx,corrected_worst_ctx,argmax_cl,argmax_idx_corrected
cold_dark_matter_paradigm,3,0.48,0.657567,false_ci_rope,0.816489,True,0.000517,False,0.619613,True,institutional,tangled_rope,tangled_rope
collatz_conjecture_determinism,0,0.02,0.0276,natural_law,0.045895,False,0.000000,False,0.000000,False,,mountain,mountain
collective_action_deadlock,3,0.75,1.027448,false_ci_rope,0.907331,True,0.000144,False,0.866226,True,institutional,snare,snare
collective_stupidity_2026,3,0.88,1.205539,false_ci_rope,0.457735,True,0.000633,False,0.457843,True,institutional,piton,piton
college_admissions_market,3,0.7,0.958951,false_ci_rope,0.791809,True,0.000059,False,0.352531,True,institutional,tangled_rope,tangled_rope
colombia_2026_presidential_election,3,0.45,0.616469,false_ci_rope,0.883369,True,0.000251,False,0.214002,True,institutional,tangled_rope,tangled_rope
colorado_sbe_decentralization_friction,3,0.7,0.958951,false_ci_rope,0.779948,True,0.000190,False,0.478985,True,institutional,tangled_rope,tangled_rope
colossus_nero_inertia,3,0.48,0.657567,false_ci_rope,0.549772,True,0.001015,False,0.405339,True,institutional,piton,piton
comitatus_bond,3,0.4,0.547972,false_ci_rope,0.870212,True,0.000881,False,0.542805,True,institutional,tangled_rope,tangled_rope
commercial_data_brokerage,3,0.75,1.027448,false_ci_rope,0.937891,True,0.000093,False,0.937958,True,institutional,snare,snare
communal_narcissism_social_trap,0,0.78,1.068546,constructed_high_extraction,0.414959,False,0.000376,False,0.377211,False,institutional,piton,piton
complexity_debt,3,0.84,1.150742,false_ci_rope,0.984929,True,0.000041,False,0.985035,True,institutional,snare,snare
compounding_logic,3,0.5,0.684965,false_ci_rope,0.905769,True,0.000133,False,0.241292,True,institutional,tangled_rope,tangled_rope
condiment_tyranny,3,0.45,0.616469,false_ci_rope,0.811198,True,0.000360,False,0.496847,True,institutional,tangled_rope,tangled_rope
confidential_ai_whatsapp,3,0.48,0.657567,false_ci_rope,0.796721,True,0.000428,False,0.529382,True,institutional,tangled_rope,tangled_rope
confirmation_bias,3,0.48,0.657567,false_ci_rope,0.867596,True,0.000967,False,0.600100,True,institutional,tangled_rope,tangled_rope
consensus_without_truth,3,0.88,1.205539,false_ci_rope,0.988052,True,0.000030,False,0.988248,True,institutional,snare,snare
constitutional_consecration,5,0.6,0.821958,false_ci_rope,0.916720,True,0.000234,False,0.737960,True,institutional,snare,snare
constitutional_supremacy,5,0.53,0.726063,false_ci_rope,0.941660,True,0.000725,False,0.612924,True,institutional,snare,snare
constraint_borsuk_ulam,0,0.05,0.068497,natural_law,0.045871,False,0.000000,False,0.000000,False,,mountain,mountain
constraint_ftc,0,0.15,0.20549,natural_law,0.045139,False,0.000000,False,0.000000,False,,mountain,mountain
constraint_galois_solvability,0,0.2,0.276005,natural_law,0.056350,False,0.000000,False,0.000000,False,,mountain,mountain
constraint_interaction_explosion,3,0.81,1.109644,false_ci_rope,0.968675,True,0.000073,False,0.968759,True,institutional,snare,snare
constraint_lagrange_multipliers,3,0.35,0.479476,false_ci_rope,0.874873,True,0.001191,False,0.203767,True,institutional,tangled_rope,tangled_rope
constraint_lorenz_sensitivity,0,0.15,0.20549,natural_law,0.047529,False,0.000000,False,0.000000,False,,mountain,mountain
constraint_nonstandard_arithmetic,0,0.15,0.20549,natural_law,0.045139,False,0.000000,False,0.000000,False,,mountain,mountain
constraint_pythagorean,0,0.05,0.068497,natural_law,0.045871,False,0.000000,False,0.000000,False,,mountain,mountain
constraint_riemann_mapping,3,0.35,0.479476,false_ci_rope,0.856426,True,0.000960,False,0.258446,True,institutional,tangled_rope,tangled_rope
constraint_sylow,0,0.1,0.136993,natural_law,0.045904,False,0.000000,False,0.000000,False,,mountain,mountain
constraint_tarski_undefinability,0,0.05,0.069001,natural_law,0.045950,False,0.000000,False,0.000000,False,,mountain,mountain
constraint_twin_prime_conjecture,0,0.15,0.207004,natural_law,0.989855,False,0.000000,False,0.000000,False,,mountain,mountain
constraint_yoneda,3,0.4,0.547972,false_ci_rope,0.874710,True,0.000597,False,0.238963,True,institutional,tangled_rope,tangled_rope
consumer_debt_slavery,3,0.72,0.98635,false_ci_rope,0.871629,True,0.000222,False,0.812088,True,institutional,snare,snare
container_capacity_mismatch,3,0.85,1.164441,false_ci_rope,0.549428,True,0.000574,False,0.549543,True,institutional,snare,snare
continuum_hypothesis_undecidability,0,0.02,0.027399,natural_law,0.045851,False,0.000000,False,0.000000,False,,mountain,mountain
conversational_dogmas_interruption,5,0.55,0.753462,false_ci_rope,0.787395,True,0.000254,False,0.507928,True,institutional,tangled_rope,tangled_rope
conways_game_of_life_dynamics,0,0.05,0.069001,natural_law,0.044894,False,0.000000,False,0.000000,False,,mountain,mountain
coordination_attack_vulnerability,0,0.85,1.164441,constructed_high_extraction,0.474059,False,0.000578,False,0.474167,False,institutional,piton,piton
coordination_fatigue,3,0.78,1.068546,false_ci_rope,0.874404,True,0.000308,False,0.743019,True,institutional,snare,snare
coordination_threshold_failure,3,0.78,1.068546,constructed_high_extraction,0.818471,True,0.000329,False,0.795584,True,institutional,snare,snare
copyleft_viral_licensing,0,0.05,0.068497,constructed_low_extraction,0.042595,False,0.005008,False,0.957316,False,institutional,rope,rope
copyright_protection,3,0.4,0.547972,false_ci_rope,0.855085,True,0.000481,False,0.298684,True,institutional,tangled_rope,tangled_rope
corporate_social_responsibility_theater,0,0.55,0.753462,constructed_high_extraction,0.649407,False,0.000589,False,0.400043,False,institutional,piton,piton
cosmological_evolution_alpha_omega,0,0.01,0.013699,natural_law,0.045845,False,0.000000,False,0.000000,False,,mountain,mountain
cost_of_observation,3,0.85,1.164441,false_ci_rope,0.872462,True,0.000070,False,0.161899,True,institutional,tangled_rope,tangled_rope
countable_infinity_cardinality,0,0.05,0.069001,natural_law,0.045950,False,0.000000,False,0.000000,False,,mountain,mountain
couples_residency_match,5,0.5,0.684965,false_ci_rope,0.942172,True,0.000901,False,0.601346,True,institutional,tangled_rope,tangled_rope
cow_field_poop,3,0.4,0.547972,false_ci_rope,0.874710,True,0.000597,False,0.238963,True,institutional,tangled_rope,tangled_rope
creative_commons_licensing,3,0.4,0.547972,false_ci_rope,0.887669,True,0.000601,False,0.256206,True,institutional,tangled_rope,tangled_rope
credentialism_national_security,5,0.52,0.712364,false_ci_rope,0.883754,True,0.000788,False,0.638118,True,institutional,snare,snare
credibility_inflation,3,0.82,1.123343,false_ci_rope,0.451122,True,0.000505,False,0.451209,True,institutional,piton,piton
crisis_signal_saturation,0,0.89,1.219238,constructed_high_extraction,0.447826,False,0.000647,False,0.447938,False,institutional,piton,piton
crispr_genomic_rewrite_2026,3,0.4,0.547972,false_ci_rope,0.887565,True,0.000688,False,0.204170,True,institutional,tangled_rope,tangled_rope
critical_actor_overcentralization,3,0.88,1.205539,false_ci_rope,0.477788,True,0.000637,False,0.477907,True,institutional,piton,piton
crop_defense_dependency,5,0.6,0.821958,false_ci_rope,0.828155,True,0.000284,False,0.626052,True,institutional,snare,snare
cross_domain_coupling_spiral,3,0.88,1.205539,false_ci_rope,0.445702,True,0.000630,False,0.445809,True,institutional,piton,piton
cs_ecmo_bridge,3,0.55,0.753462,false_ci_rope,0.938631,True,0.000087,False,0.124094,True,institutional,tangled_rope,tangled_rope
cuba_mandatrophic_collapse,5,0.95,1.301434,false_ci_rope,0.988482,True,0.000042,False,0.988533,True,institutional,snare,snare
cuban_missile_crisis_excomm_deliberation,3,0.2,0.273986,false_ci_rope,0.376863,True,0.003627,False,0.588998,True,institutional,rope,rope
cultural_homogenization_social_media,5,0.55,0.753462,false_ci_rope,0.825527,True,0.000587,False,0.680820,True,institutional,tangled_rope,tangled_rope
cultural_memory_decay,3,0.81,1.109644,false_ci_rope,0.904891,True,0.000232,False,0.862361,True,institutional,snare,snare
cultural_refragmentation_2026,3,0.72,0.98635,false_ci_rope,0.684981,True,0.000171,False,0.685139,True,institutional,snare,snare
cumbria_mine_rejection,3,0.65,0.890455,false_ci_rope,0.900532,True,0.000014,False,0.900646,True,institutional,snare,snare
cuny_light_2026,0,0.05,0.068497,constructed_low_extraction,0.028029,False,0.002775,False,0.946513,False,institutional,rope,rope
currys_paradox,4,0.2,0.273986,false_ci_rope,0.239495,True,0.002374,False,0.564471,True,moderate,mountain,mountain
cz_plea_agreement_2026,3,0.85,1.164441,false_ci_rope,0.970237,True,0.000083,False,0.970306,True,institutional,snare,snare
damped_harmonics,4,0.25,0.342483,false_ci_rope,0.165280,True,0.001051,False,0.812544,True,moderate,mountain,mountain
dark_patterns_manipulation,3,0.85,1.164441,false_ci_rope,0.974055,True,0.000073,False,0.974096,True,institutional,snare,snare
data_laundering_pipeline,3,0.86,1.17814,false_ci_rope,0.548808,True,0.000594,False,0.548932,True,institutional,snare,snare
data_privacy_regulation,5,0.55,0.753462,false_ci_rope,0.807176,True,0.000560,False,0.595636,True,institutional,tangled_rope,tangled_rope
data_replication_paradox,3,0.48,0.657567,false_ci_rope,0.810500,True,0.000674,False,0.568177,True,institutional,tangled_rope,tangled_rope
dead_sea_effect,3,0.5,0.684965,false_ci_rope,0.962330,True,0.006986,False,0.905260,True,institutional,tangled_rope,tangled_rope
debt_service_squeeze,3,0.68,0.931553,false_ci_rope,0.852313,True,0.000052,False,0.852379,True,institutional,snare,snare
debt_trap_microfinance,5,0.55,0.753462,false_ci_rope,0.825527,True,0.000587,False,0.680820,True,institutional,tangled_rope,tangled_rope
decentralized_infrastructure_rope,0,0.08,0.109594,constructed_low_extraction,0.054786,False,0.004286,False,0.913081,False,institutional,rope,rope
decision_latency_mismatch,3,0.68,0.931553,false_ci_rope,0.806681,True,0.000074,False,0.535447,True,institutional,tangled_rope,tangled_rope
deep_earth_hydrogen_availability,0,0.15,0.20549,natural_law,0.047318,False,0.000000,False,0.000000,False,,mountain,mountain
deferential_realism_framework,3,0.2,0.273986,false_ci_rope,0.677265,True,0.002068,False,0.523548,True,moderate,tangled_rope,tangled_rope
deferred_risk_realization,3,0.82,1.123343,false_ci_rope,0.876915,True,0.000274,False,0.876932,True,institutional,snare,snare
delayed_feedback_instability,3,0.8,1.095945,false_ci_rope,0.930024,True,0.000149,False,0.930064,True,institutional,snare,snare
delta_force_selection_2026,3,0.92,1.260336,false_ci_rope,0.725075,True,0.000557,False,0.725242,True,institutional,snare,snare
demand_response_cost_shift,3,0.48,0.657567,false_ci_rope,0.833510,True,0.000852,False,0.579804,True,institutional,tangled_rope,tangled_rope
demographic_inertia_trap,3,0.78,1.068546,false_ci_rope,0.889455,True,0.000199,False,0.889489,True,institutional,snare,snare
denmark_asylum_outsourcing,3,0.75,1.027448,false_ci_rope,0.963225,True,0.000056,False,0.963334,True,institutional,snare,snare
devotional_transformation,3,0.45,0.616469,false_ci_rope,0.988814,True,0.002497,False,0.032707,False,institutional,tangled_rope,tangled_rope
dexy_gold_protocol,3,0.2,0.273986,false_ci_rope,0.470688,True,0.003522,False,0.481852,True,institutional,tangled_rope,tangled_rope
digital_credentialing_verification,5,0.65,0.890455,false_ci_rope,0.835763,True,0.000030,False,0.747414,True,institutional,snare,snare
digital_euro_cbdc,5,0.55,0.753462,false_ci_rope,0.833242,True,0.000597,False,0.656515,True,institutional,snare,snare
digital_identity_tether,5,0.58,0.79456,false_ci_rope,0.936666,True,0.000283,False,0.783654,True,institutional,snare,snare
dionysiac_frenzy,5,0.8,1.095945,false_ci_rope,0.959400,True,0.000089,False,0.959443,True,institutional,snare,snare
discover_core_2026,5,0.58,0.79456,false_ci_rope,0.922157,True,0.000204,False,0.893464,True,institutional,snare,snare
disney_openai_ip_exclusivity,5,0.55,0.753462,false_ci_rope,0.840351,True,0.000598,False,0.609780,True,institutional,tangled_rope,tangled_rope
djia_as_economic_barometer,3,0.48,0.657567,false_ci_rope,0.843742,True,0.001053,False,0.491638,True,institutional,snare,snare
dk_foreign_convict_expulsion,3,0.75,1.027448,false_ci_rope,0.964848,True,0.000054,False,0.964896,True,institutional,snare,snare
dk_us_alliance_espionage,6,0.55,0.753462,false_ci_rope,0.830473,True,0.000598,False,0.607046,True,institutional,tangled_rope,tangled_rope
dldr_information_policy,3,0.2,0.273986,false_ci_rope,0.355703,True,0.003866,False,0.610942,True,institutional,rope,rope
dn_paywall,5,0.52,0.712364,false_ci_rope,0.841633,True,0.000752,False,0.600722,True,institutional,tangled_rope,tangled_rope
doomsday_clock_framework,5,0.55,0.753462,false_ci_rope,0.955946,True,0.000209,False,0.954876,True,institutional,snare,snare
drc_rwanda_peace_deal_2024,5,0.55,0.753462,false_ci_rope,0.855066,True,0.000567,False,0.783350,True,institutional,tangled_rope,tangled_rope
dsa_transparency_requirements,5,0.55,0.753462,false_ci_rope,0.854298,True,0.000585,False,0.639837,True,institutional,snare,snare
dunbars_number,0,0.05,0.068497,natural_law,0.046895,False,0.000000,False,0.000000,False,,mountain,mountain
dunning_kruger_effect,5,0.55,0.753462,false_ci_rope,0.857082,True,0.000599,False,0.630958,True,institutional,tangled_rope,tangled_rope
dutch_minority_govt_2026,3,0.48,0.657567,false_ci_rope,0.816489,True,0.000517,False,0.619613,True,institutional,tangled_rope,tangled_rope
dwp_carers_allowance_cliff,3,0.85,1.164441,false_ci_rope,0.974055,True,0.000073,False,0.974096,True,institutional,snare,snare
e2ee_digital_privacy_2026,0,0.05,0.068497,false_natural_law,0.827001,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ec_meta_manus_block,5,0.55,0.753462,false_ci_rope,0.891807,True,0.000573,False,0.633966,True,institutional,snare,snare
edelman_2026_developed_stagnation,5,0.58,0.79456,false_ci_rope,0.972606,True,0.000062,False,0.961385,True,institutional,snare,snare
edelman_2026_developing_volatility,3,0.52,0.712364,false_ci_rope,0.869648,True,0.000018,False,0.459438,True,institutional,tangled_rope,tangled_rope
edelman_2026_insularity,5,0.55,0.753462,false_ci_rope,0.864730,True,0.000580,False,0.811493,True,institutional,tangled_rope,tangled_rope
education_unbundling_implementation,3,0.4,0.547972,false_ci_rope,0.940388,True,0.001347,False,0.094640,True,institutional,tangled_rope,tangled_rope
ehrenfest_barrier,0,0.05,0.069001,natural_law,0.046959,False,0.000000,False,0.000000,False,,mountain,mountain
electrification_scale_2026,3,0.15,0.20549,false_ci_rope,0.511794,True,0.003698,False,0.439642,True,moderate,tangled_rope,tangled_rope
elencher_identity_transformation,0,0.1,0.136993,natural_law,0.043710,False,0.000000,False,0.000000,False,,mountain,mountain
elite_capture_2026,0,0.78,1.068546,constructed_high_extraction,0.542021,False,0.000397,False,0.542153,False,institutional,snare,snare
elite_identity_capture_2026,3,0.78,1.068546,false_ci_rope,0.542003,True,0.000397,False,0.542135,True,institutional,snare,snare
elite_overproduction_instability,5,0.58,0.79456,false_ci_rope,0.886524,True,0.000346,False,0.872523,True,institutional,snare,snare
elliq_ai_companion,5,0.55,0.753462,false_ci_rope,0.855066,True,0.000567,False,0.783350,True,institutional,tangled_rope,tangled_rope
em_clinical_guidelines,3,0.6,0.821958,false_ci_rope,0.806947,True,0.000038,False,0.421078,True,institutional,tangled_rope,tangled_rope
emergency_bridge_scaffold,5,0.49,0.671266,constructed_high_extraction,0.949031,True,0.000955,False,0.617860,True,institutional,tangled_rope,tangled_rope
emergency_mode_lock_in,3,0.91,1.246637,false_ci_rope,0.414460,True,0.000665,False,0.414566,True,institutional,piton,piton
emergency_oversight_bureau,0,0.28,0.383581,false_ci_rope,0.831087,False,0.000730,False,0.373704,False,institutional,tangled_rope,tangled_rope
emergency_powers_ratchet,3,0.84,1.150742,constructed_high_extraction,0.989087,True,0.000025,False,0.989281,True,institutional,snare,snare
emergent_goal_misalignment,3,0.85,1.164441,false_ci_rope,0.904951,True,0.000200,False,0.905157,True,institutional,snare,snare
emotional_cycles_2026,3,0.55,0.753462,constructed_high_extraction,0.973586,True,0.000192,False,0.665323,True,institutional,tangled_rope,tangled_rope
empty_tomb_transformation,3,0.4,0.547972,false_ci_rope,0.900474,True,0.000771,False,0.186320,True,institutional,tangled_rope,tangled_rope
endocrine_disruption_society,3,0.85,1.164441,false_ci_rope,0.986261,True,0.000039,False,0.986355,True,institutional,snare,snare
endowment_effect,4,0.15,0.20549,false_ci_rope,0.029801,False,0.000170,False,0.053947,True,moderate,mountain,mountain
english_chinese_tense_structure,0,0.05,0.069001,natural_law,0.046959,False,0.000000,False,0.000000,False,,mountain,mountain
epigenetics_complexity_2026,0,0.1,0.136993,natural_law,0.044831,False,0.000000,False,0.000000,False,,mountain,mountain
epistemic_free_rider_problem,3,0.87,1.19184,false_ci_rope,0.505975,True,0.000620,False,0.506083,True,institutional,snare,snare
epistemic_overload_collapse,3,0.89,1.219238,false_ci_rope,0.438343,True,0.000645,False,0.438451,True,institutional,piton,piton
epistemic_process_of_verification,3,0.35,0.479476,false_ci_rope,0.895833,True,0.001516,False,0.153224,True,institutional,tangled_rope,tangled_rope
epstein_document_release_2026,4,0.6,0.821958,constructed_high_extraction,0.285945,True,0.000254,False,0.700446,True,institutional,snare,snare
epstein_espionage_2026,0,0.68,0.931553,constructed_high_extraction,0.665075,False,0.000035,False,0.665199,False,institutional,snare,snare
epstein_files_2026,0,0.65,0.890455,constructed_high_extraction,0.595372,False,0.000090,False,0.595502,False,institutional,snare,snare
epstein_honeytrap,0,0.92,1.260336,constructed_high_extraction,0.386355,False,0.000662,False,0.386442,False,institutional,piton,piton
erasmus_rejoining_scaffold,0,0.28,0.383581,false_ci_rope,0.909068,False,0.004744,False,0.462098,False,moderate,tangled_rope,tangled_rope
ergo_autolykos_asic_resistance,0,0.2,0.273986,false_natural_law,0.884776,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ergo_lets_protocol,0,0.15,0.20549,false_ci_rope,0.010903,False,0.004027,False,0.831882,False,institutional,rope,rope
ergo_mixer_protocol,3,0.48,0.657567,false_ci_rope,0.834896,True,0.000807,False,0.680563,True,institutional,tangled_rope,tangled_rope
ergo_nipopows,4,0.1,0.136993,false_ci_rope,0.011281,False,0.000099,False,0.025373,False,institutional,mountain,mountain
ergo_storage_rent,3,0.55,0.753462,false_ci_rope,0.971888,True,0.000169,False,0.059437,True,institutional,tangled_rope,tangled_rope
ergo_storage_rent_mechanism,0,0.15,0.20549,false_natural_law,0.871098,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ergodic_theorems,3,0.35,0.479476,false_ci_rope,0.830571,True,0.000672,False,0.360010,True,institutional,tangled_rope,tangled_rope
ergot_grain_poisoning,3,0.8,1.095945,false_ci_rope,0.895289,True,0.000214,False,0.895322,True,institutional,snare,snare
erised_expectation,3,0.65,0.890455,false_ci_rope,0.456353,True,0.000092,False,0.456449,True,institutional,piton,piton
eu_affordable_housing_initiative,3,0.48,0.657567,false_ci_rope,0.803087,True,0.000462,False,0.565485,True,institutional,tangled_rope,tangled_rope
eu_asylum_outsourcing_framework,3,0.75,1.027448,false_ci_rope,0.926918,True,0.000108,False,0.926988,True,institutional,snare,snare
eu_deforestation_regulation,3,0.48,0.657567,false_ci_rope,0.828449,True,0.000777,False,0.655794,True,institutional,tangled_rope,tangled_rope
eu_digital_services_act,5,0.55,0.753462,false_ci_rope,0.830473,True,0.000598,False,0.607046,True,institutional,tangled_rope,tangled_rope
eu_ev_tariff_wall,5,0.55,0.753462,false_ci_rope,0.840351,True,0.000598,False,0.609780,True,institutional,tangled_rope,tangled_rope
eu_irgc_terrorist_designation,5,0.6,0.821958,false_ci_rope,0.881141,True,0.000229,False,0.746220,True,institutional,snare,snare
eu_mercosur_trade_agreement,5,0.48,0.657567,false_ci_rope,0.796721,True,0.000428,False,0.529382,True,institutional,tangled_rope,tangled_rope
eu_renewable_energy_mandate,3,0.48,0.657567,false_ci_rope,0.847094,True,0.000956,False,0.681184,True,institutional,tangled_rope,tangled_rope
eu_russian_asset_freeze_2025,3,0.85,1.164441,false_ci_rope,0.974055,True,0.000073,False,0.974096,True,institutional,snare,snare
eu_unanimity_rule_foreign_policy,5,0.55,0.753462,false_ci_rope,0.830473,True,0.000598,False,0.607046,True,institutional,tangled_rope,tangled_rope
euler_characteristic_topology,0,0.02,0.0276,natural_law,0.045895,False,0.000000,False,0.000000,False,,mountain,mountain
eurozone_fragmentation_2026,3,0.48,0.657567,false_ci_rope,0.961608,True,0.000635,False,0.815014,True,institutional,snare,snare
event_fragmentation,0,0.15,0.207004,natural_law,0.041609,False,0.000000,False,0.000000,False,,mountain,mountain
evfta_trade_agreement,3,0.48,0.657567,false_ci_rope,0.796721,True,0.000428,False,0.529382,True,institutional,tangled_rope,tangled_rope
evidence_half_life,3,0.85,1.164441,false_ci_rope,0.566334,True,0.000569,False,0.566444,True,institutional,snare,snare
evolutionary_knowledge,5,0.55,0.753462,false_ci_rope,0.839848,True,0.000578,False,0.618771,True,institutional,snare,snare
evolutionary_mismatch_load,3,0.83,1.137042,false_ci_rope,0.950445,True,0.000125,False,0.950498,True,institutional,snare,snare
exoplanetary_habitability_arbitrage,3,0.45,0.616469,false_ci_rope,0.954767,True,0.005494,False,0.948689,True,institutional,tangled_rope,tangled_rope
expert_disempowerment,3,0.74,1.013749,false_ci_rope,0.553195,True,0.000270,False,0.473540,True,institutional,piton,piton
exploration_vs_exploitation,5,0.55,0.753462,false_ci_rope,0.806298,True,0.000419,False,0.543648,True,institutional,tangled_rope,tangled_rope
extraordinary_narrative_shift,3,0.4,0.547972,false_ci_rope,0.890779,True,0.000279,False,0.260016,True,institutional,tangled_rope,tangled_rope
faa_boeing_regulatory_capture,3,0.4,0.547972,false_ci_rope,0.868954,True,0.000130,False,0.020049,False,institutional,tangled_rope,tangled_rope
factional_instability,3,0.7,0.958951,false_ci_rope,0.801862,True,0.000059,False,0.355256,True,institutional,tangled_rope,tangled_rope
faint_blue_neural_bifurcation,3,0.9,1.232938,false_ci_rope,0.979584,True,0.000067,False,0.979639,True,institutional,snare,snare
fair_use_doctrine,0,0.1,0.136993,constructed_low_extraction,0.204632,False,0.005908,False,0.718081,False,institutional,rope,rope
family_estrangement_ratio,3,0.8,1.095945,false_ci_rope,0.895289,True,0.000214,False,0.895322,True,institutional,snare,snare
family_succession_system,3,0.8,1.095945,false_ci_rope,0.959400,True,0.000089,False,0.959443,True,institutional,snare,snare
fast_growing_hierarchy,0,0.05,0.069001,natural_law,0.045950,False,0.000000,False,0.000000,False,,mountain,mountain
fatf_grey_list_russia,3,0.65,0.890455,false_ci_rope,0.850178,True,0.000024,False,0.814147,True,institutional,snare,snare
fb_creator_monetization_indonesia,3,0.68,0.931553,false_ci_rope,0.900252,True,0.000037,False,0.900347,True,institutional,snare,snare
fcc_dji_covered_list,5,0.52,0.712364,false_ci_rope,0.829538,True,0.000759,False,0.613999,True,institutional,tangled_rope,tangled_rope
fda_accelerated_approval_alz,3,0.48,0.657567,false_ci_rope,0.796721,True,0.000428,False,0.529382,True,institutional,tangled_rope,tangled_rope
fda_component_efficacy_standard,5,0.55,0.753462,false_ci_rope,0.840351,True,0.000598,False,0.609780,True,institutional,tangled_rope,tangled_rope
fda_gonorrhea_efficacy_standard,3,0.48,0.657567,false_ci_rope,0.893887,True,0.001014,False,0.607350,True,institutional,tangled_rope,tangled_rope
fed_shutdown_2026,5,0.58,0.79456,false_ci_rope,0.528899,True,0.000342,False,0.259783,True,institutional,piton,piton
feedback_loop_desynchronization,3,0.72,0.98635,false_ci_rope,0.848313,True,0.000169,False,0.814569,True,institutional,snare,snare
feigenbaum_universality,0,0.05,0.069001,natural_law,0.045950,False,0.000000,False,0.000000,False,,mountain,mountain
fermat_proof_barrier,0,0.2,0.276005,natural_law,0.056350,False,0.000000,False,0.000000,False,,mountain,mountain
fgh_hierarchy_2026,0,0.01,0.0138,natural_law,0.038636,False,0.000000,False,0.000000,False,,mountain,mountain
fiat_currency_lifecycle,3,0.95,1.301434,false_ci_rope,0.675860,True,0.000695,False,0.610311,True,institutional,snare,snare
fiber_optic_chip_tech,5,0.55,0.753462,false_ci_rope,0.806298,True,0.000419,False,0.543648,True,institutional,tangled_rope,tangled_rope
financial_drag,3,0.84,1.150742,false_ci_rope,0.684431,True,0.000482,False,0.684561,True,institutional,snare,snare
fine_particle_policy,5,0.55,0.753462,false_ci_rope,0.807176,True,0.000560,False,0.595636,True,institutional,tangled_rope,tangled_rope
finite_pool_of_worry,3,0.75,1.027448,false_ci_rope,0.783328,True,0.000312,False,0.732216,True,institutional,snare,snare
finite_simple_group_classification,0,0.05,0.069001,natural_law,0.046163,False,0.000000,False,0.000000,False,,mountain,mountain
finnish_debt_adjustment,3,0.68,0.931553,false_ci_rope,0.824178,True,0.000065,False,0.805227,True,institutional,snare,snare
finnish_ubi_experiment,0,0.2,0.273986,false_ci_rope,0.684164,False,0.001933,False,0.514443,False,moderate,tangled_rope,tangled_rope
fiscal_dominance_trap,0,0.87,1.19184,constructed_high_extraction,0.451853,False,0.000614,False,0.451945,False,institutional,piton,piton
fiscal_equalization_friction,0,0.32,0.438378,false_ci_rope,0.563998,False,0.017760,False,0.404745,False,moderate,rope,rope
fitts_law_industrial_application,5,0.6,0.821958,false_ci_rope,0.836281,True,0.000303,False,0.610624,True,institutional,snare,snare
floating_wall_2026,3,0.65,0.890455,false_ci_rope,0.864546,True,0.000020,False,0.850561,True,institutional,snare,snare
fmeca_procedures_1980,3,0.4,0.547972,false_ci_rope,0.850331,True,0.000468,False,0.295532,True,institutional,tangled_rope,tangled_rope
fmt_oncology_2026,0,0.18,0.246588,false_ci_rope,0.140798,False,0.012406,False,0.138968,False,institutional,rope,rope
fnl_shadow_probe,4,0.3,0.410979,false_ci_rope,0.852897,True,0.001511,False,0.209637,True,institutional,tangled_rope,tangled_rope
fossil_fuel_lock_in,0,0.15,0.20549,natural_law,0.042163,False,0.000000,False,0.000000,False,,mountain,mountain
four_color_theorem_topological_bound,0,0.02,0.0276,natural_law,0.045097,False,0.000000,False,0.000000,False,,mountain,mountain
fptp_electoral_system,3,0.75,1.027448,false_ci_rope,0.942759,True,0.000086,False,0.942845,True,institutional,snare,snare
fragile_middle_layer_collapse,3,0.86,1.17814,false_ci_rope,0.486314,True,0.000599,False,0.486414,True,institutional,piton,piton
framing_effect,3,0.55,0.753462,false_ci_rope,0.827074,True,0.000037,False,0.363772,True,institutional,tangled_rope,tangled_rope
france_2027_presidential_election,3,0.48,0.657567,false_ci_rope,0.917382,True,0.000031,False,0.413122,True,institutional,tangled_rope,tangled_rope
france_cordon_sanitaire_2026,0,0.42,0.575371,false_ci_rope,0.588399,False,0.000796,False,0.160314,False,institutional,piton,piton
france_local_elections_march_2026,3,0.35,0.479476,false_ci_rope,0.866990,True,0.000475,False,0.278590,True,institutional,tangled_rope,tangled_rope
franchisee_corporate_squeeze,3,0.48,0.657567,false_ci_rope,0.813046,True,0.000361,False,0.592351,True,institutional,tangled_rope,tangled_rope
frankenstein_creation_hubris,3,0.9,1.232938,false_ci_rope,0.982792,True,0.000056,False,0.982844,True,institutional,snare,snare
fraser_river_salmon_regulation,5,0.55,0.753462,false_ci_rope,0.864438,True,0.000590,False,0.808738,True,institutional,snare,snare
french_ag_land_concentration,5,0.55,0.753462,false_ci_rope,0.879428,True,0.000529,False,0.825812,True,institutional,snare,snare
frontex_pushback_coordination,3,0.68,0.931553,false_ci_rope,0.984818,True,0.000006,False,0.984996,True,institutional,snare,snare
fundamental_material_limits_nbre,0,0.05,0.068497,natural_law,0.047310,False,0.000000,False,0.000000,False,,mountain,mountain
fundamental_theorem_of_algebra,0,0.01,0.0138,natural_law,0.045876,False,0.000000,False,0.000000,False,,mountain,mountain
fungal_shift_grassland_loss,0,0.08,0.109594,natural_law,0.047139,False,0.000000,False,0.000000,False,,mountain,mountain
