h1_band,count,mean_E,std_E,min_E,max_E,median_E
0,261,0.5441590994915783,4.893345504792632,0.0,57.631504700437624,0.005392773376503945
3,640,0.4482103922198178,1.4267003323201237,0.005392773376503945,28.091030021466565,0.39704192292848406
4,31,0.9220499028900864,4.808211694731388,0.005392773376503945,27.257397471067858,0.050642854023590526
5,213,0.41068592042294183,1.422378281647855,0.057120887825350485,20.708530978735705,0.24510879647866574
6,5,0.5082062267529835,0.0,0.5082062267529835,0.5082062267529835,0.5082062267529835
