h1_band,count,mean_E,std_E,min_E,max_E,median_E
0,655,2.6173361002090645,8.000131494012534,0.0002921808686250499,96.37934027962578,0.3298775377453783
3,68,7.834274085754326,18.541258652404217,0.0496603754981899,94.80871988667198,0.21910158164233026
4,27,2.786295482217474,7.2247008878606245,0.0005193924672502686,36.43202193327322,0.518976743365911
5,139,3.800218166450841,9.175658451894071,0.0929906963204954,48.298107780373776,0.599298144556535
6,70,0.4926259212077772,0.1211372841919943,0.24485178483854236,1.086882886464284,0.45427984119818215
