constraint_id,h1,max_tvd,d_FR_worst,near_threshold
english_chinese_tense_structure,3,0.03905091077799838,0.3747107390449942,False
eu_affordable_housing_initiative,3,0.004047170347186935,0.0811133458188126,False
eu_renewable_energy_mandate,3,0.0140013320973899,0.23633546079806036,False
geocentric_cosmology,4,0.03712155731021061,0.36853699493426995,False
german_board_gender_quota,3,0.04089510342875702,0.3046470431466151,True
kjv_great_awakening,3,0.03905091077799838,0.3747107390449942,False
quine_self_replication,4,0.03324401513594033,0.3485491398581495,False
riemann_mapping_theorem,4,0.03324401513594033,0.3485491398581495,False
